frequency_rank,seed_to_candidate_transform,seed_substituent,candidate_substituent,mmp_edit_class,variable_heavy_atom_delta,candidate_count,seed_count,unique_candidate_molecules,ambiguous_explanation_count,mean_morgan_to_seed,median_morgan_to_seed,median_core_heavy_atoms
9621,CC1([*:1])CC=CC1>>CC1([*:1])CC#CC1,CC1([*:1])CC=CC1,CC1([*:1])CC#CC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.8135593,0.8135593,19.0
9622,CC1([*:1])CC=CC1>>CC1([*:1])CC(=CCl)C1,CC1([*:1])CC=CC1,CC1([*:1])CC(=CCl)C1,substituent_growth,1.0,1,1,1,1,0.7619048,0.7619048,19.0
9623,CC1([*:1])CC=CC1>>CC1([*:1])CC=COC1,CC1([*:1])CC=CC1,CC1([*:1])CC=COC1,substituent_growth,1.0,1,1,1,1,0.82258064,0.82258064,19.0
9624,CC1([*:1])CC=CC1>>CC1([*:1])CC=CP1,CC1([*:1])CC=CC1,CC1([*:1])CC=CP1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7741935,0.7741935,19.0
9625,CC1([*:1])CC=CC1>>CC1([*:1])CC=CPC1,CC1([*:1])CC=CC1,CC1([*:1])CC=CPC1,substituent_growth,1.0,1,1,1,1,0.82258064,0.82258064,19.0
9626,CC1([*:1])CC=CC1>>CC1([*:1])CC=C[Cl+]1,CC1([*:1])CC=CC1,CC1([*:1])CC=C[Cl+]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7619048,0.7619048,19.0
9627,CC1([*:1])CC=CC1>>CC1([*:1])[C+]C=CC1,CC1([*:1])CC=CC1,CC1([*:1])[C+]C=CC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7619048,0.7619048,19.0
9628,CC1([*:1])CC=CC1>>CC1C=CC([*:1])C1,CC1([*:1])CC=CC1,CC1C=CC([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5294118,0.5294118,18.0
9629,CC1([*:1])CC=CC1>>CC1C=CCC1[*:1],CC1([*:1])CC=CC1,CC1C=CCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.54901963,0.54901963,18.0
9630,CC1([*:1])CC=CC1>>CC1CC=C([*:1])C1,CC1([*:1])CC=CC1,CC1CC=C([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6268657,0.6268657,19.0
9631,CC1([*:1])CC=CC1>>CC1CC=CC1(C)[*:1],CC1([*:1])CC=CC1,CC1CC=CC1(C)[*:1],substituent_growth,1.0,1,1,1,0,0.63265306,0.63265306,18.0
9632,CC1([*:1])CC=CC1>>CC1CC=CC1[*:1],CC1([*:1])CC=CC1,CC1CC=CC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.54901963,0.54901963,18.0
9633,CC1([*:1])CC=CC1>>CC=C1CC(C)([*:1])C1,CC1([*:1])CC=CC1,CC=C1CC(C)([*:1])C1,substituent_growth,1.0,1,1,1,1,0.7741935,0.7741935,19.0
9634,CC1([*:1])CC=CCC1>>CC1([*:1])C=CCCC1,CC1([*:1])CC=CCC1,CC1([*:1])C=CCCC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6727273,0.6727273,16.0
9635,CC1([*:1])CC=CCC1>>CC1([*:1])CCC=CCC1,CC1([*:1])CC=CCC1,CC1([*:1])CCC=CCC1,substituent_growth,1.0,1,1,1,0,0.89361703,0.89361703,16.0
9636,CC1([*:1])CC=CCC1>>CC1([*:1])CCS(=O)CC1,CC1([*:1])CC=CCC1,CC1([*:1])CCS(=O)CC1,substituent_growth,1.0,1,1,1,0,0.6666667,0.6666667,16.0
9637,CC1([*:1])CCC(=O)NC1>>CC1(C(N)=O)CCC([*:1])C1,CC1([*:1])CCC(=O)NC1,CC1(C(N)=O)CCC([*:1])C1,substituent_growth,1.0,1,1,1,0,0.5735294,0.5735294,16.0
9638,CC1([*:1])CCC(=O)NC1>>CC1([*:1])CCC1,CC1([*:1])CCC(=O)NC1,CC1([*:1])CCC1,substituent_truncation,-3.0,1,1,1,0,0.71428573,0.71428573,15.0
9639,CC1([*:1])CCC(=O)NC1>>CC1([*:1])CCCC(=O)NC1,CC1([*:1])CCC(=O)NC1,CC1([*:1])CCCC(=O)NC1,substituent_growth,1.0,1,1,1,0,0.89285713,0.89285713,15.0
9640,CC1([*:1])CCC(=O)NC1>>CC1([*:1])CCCNC(=O)C1,CC1([*:1])CCC(=O)NC1,CC1([*:1])CCCNC(=O)C1,substituent_growth,1.0,1,1,1,0,0.71428573,0.71428573,16.0
9641,CC1([*:1])CCC(=O)NC1>>CC1([*:1])CCS(=O)(=O)C1,CC1([*:1])CCC(=O)NC1,CC1([*:1])CCS(=O)(=O)C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.67741936,0.67741936,16.0
9642,CC1([*:1])CCC(=O)NC1>>CC1([*:1])CCS(=O)C1,CC1([*:1])CCC(=O)NC1,CC1([*:1])CCS(=O)C1,substituent_truncation,-1.0,1,1,1,0,0.67741936,0.67741936,16.0
9643,CC1([*:1])CCC(=O)NC1>>CC1([*:1])CCSC(=O)C1,CC1([*:1])CCC(=O)NC1,CC1([*:1])CCSC(=O)C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6825397,0.6825397,16.0
9644,CC1([*:1])CCC(=O)NC1>>CC1([*:1])CNC(=O)C1,CC1([*:1])CCC(=O)NC1,CC1([*:1])CNC(=O)C1,substituent_truncation,-1.0,1,1,1,0,0.8214286,0.8214286,15.0
9645,CC1([*:1])CCC(=O)NC1>>CP1(=O)CCC([*:1])C1,CC1([*:1])CCC(=O)NC1,CP1(=O)CCC([*:1])C1,substituent_truncation,-1.0,1,1,1,0,0.5072464,0.5072464,16.0
9646,CC1([*:1])CCC1>>C=C1CCC1(C)[*:1],CC1([*:1])CCC1,C=C1CCC1(C)[*:1],substituent_growth,1.0,1,1,1,0,0.71428573,0.71428573,15.0
9647,CC1([*:1])CCC1>>CC1([*:1])BCC1,CC1([*:1])CCC1,CC1([*:1])BCC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.76666665,0.76666665,20.0
9648,CC1([*:1])CCC1>>CC1([*:1])C=CC1,CC1([*:1])CCC1,CC1([*:1])C=CC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.75,0.75,20.0
9649,CC1([*:1])CCC1>>CC1([*:1])CCC=CN1,CC1([*:1])CCC1,CC1([*:1])CCC=CN1,substituent_growth,2.0,1,1,1,0,0.6666667,0.6666667,17.0
9650,CC1([*:1])CCC1>>CC1([*:1])CCCO1,CC1([*:1])CCC1,CC1([*:1])CCCO1,substituent_growth,1.0,1,1,1,1,0.7758621,0.7758621,20.0
9651,CC1([*:1])CCC1>>CC1([*:1])CCSC1,CC1([*:1])CCC1,CC1([*:1])CCSC1,substituent_growth,1.0,1,1,1,0,0.76363635,0.76363635,15.0
9652,CC1([*:1])CCC1>>C[NH+]1CCC(C)([*:1])C1,CC1([*:1])CCC1,C[NH+]1CCC(C)([*:1])C1,substituent_growth,2.0,1,1,1,0,0.7407407,0.7407407,17.0
9653,CC1([*:1])CCCC1>>C1CCC([*:1])C1,CC1([*:1])CCCC1,C1CCC([*:1])C1,substituent_truncation,-1.0,1,1,1,1,0.59183675,0.59183675,13.0
9654,CC1([*:1])CCCC1>>CC1([*:1])BCCC1,CC1([*:1])CCCC1,CC1([*:1])BCCC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.75438595,0.75438595,17.0
9655,CC1([*:1])CCCC1>>CC1([*:1])C=CCC1,CC1([*:1])CCCC1,CC1([*:1])C=CCC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7368421,0.7368421,17.0
9656,CC1([*:1])CCCC1>>CC1([*:1])C=CCCC1,CC1([*:1])CCCC1,CC1([*:1])C=CCCC1,substituent_growth,1.0,1,1,1,1,0.7241379,0.7241379,18.0
9657,CC1([*:1])CCCC1>>CC1([*:1])CC1,CC1([*:1])CCCC1,CC1([*:1])CC1,substituent_truncation,-2.0,1,1,1,1,0.9166667,0.9166667,18.0
9658,CC1([*:1])CCCC1>>CC1([*:1])CCCS1,CC1([*:1])CCCC1,CC1([*:1])CCCS1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.75438595,0.75438595,17.0
9659,CC1([*:1])CCCCC1>>CC1(S[*:1])CCCCC1,CC1([*:1])CCCCC1,CC1(S[*:1])CCCCC1,substituent_growth,1.0,1,1,1,1,0.72,0.72,15.0
9660,CC1([*:1])CCCCC1>>CC1([*:1])C=CCC1,CC1([*:1])CCCCC1,CC1([*:1])C=CCC1,substituent_truncation,-1.0,1,1,1,0,0.625,0.625,12.0
9661,CC1([*:1])CCCCC1>>CC1([*:1])CCCc2cc[nH]c21,CC1([*:1])CCCCC1,CC1([*:1])CCCc2cc[nH]c21,substituent_growth,3.0,1,1,1,0,0.57377046,0.57377046,17.0
9662,CC1([*:1])CCCCC1>>CC1CCCCC([*:1])C1,CC1([*:1])CCCCC1,CC1CCCCC([*:1])C1,substituent_growth,1.0,1,1,1,1,0.5102041,0.5102041,16.0
9663,CC1([*:1])CCCCC1O>>CC(C1(C)CCCC1)[*:1],CC1([*:1])CCCCC1O,CC(C1(C)CCCC1)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6111111,0.6111111,12.0
9664,CC1([*:1])CCCCC1O>>CC(C1(O)CCCC1)[*:1],CC1([*:1])CCCCC1O,CC(C1(O)CCCC1)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5925926,0.5925926,12.0
9665,CC1([*:1])CCCCC1O>>CC(O)C1([*:1])CCCC1,CC1([*:1])CCCCC1O,CC(O)C1([*:1])CCCC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6415094,0.6415094,12.0
9666,CC1([*:1])CCCCC1O>>CC1(O)CCCCC1[*:1],CC1([*:1])CCCCC1O,CC1(O)CCCCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.64285713,0.64285713,12.0
9667,CC1([*:1])CCCCC1O>>CC1CCCCC1(O)[*:1],CC1([*:1])CCCCC1O,CC1CCCCC1(O)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.6727273,0.6727273,12.0
9668,CC1([*:1])CCCCC1O>>OC1([*:1])CCCCC1,CC1([*:1])CCCCC1O,OC1([*:1])CCCCC1,substituent_truncation,-1.0,1,1,1,0,0.65384614,0.65384614,12.0
9669,CC1([*:1])CCCCCC1>>CC1([*:1])CCCCC1,CC1([*:1])CCCCCC1,CC1([*:1])CCCCC1,substituent_truncation,-1.0,1,1,1,0,1.0,1.0,16.0
9670,CC1([*:1])CCCCCC1>>CC1([*:1])CCCCCCC1,CC1([*:1])CCCCCC1,CC1([*:1])CCCCCCC1,substituent_growth,1.0,1,1,1,0,1.0,1.0,16.0
9671,CC1([*:1])CCCN1C(=O)[O-]>>CC1([*:1])CCCN1C=O,CC1([*:1])CCCN1C(=O)[O-],CC1([*:1])CCCN1C=O,substituent_truncation,-1.0,1,1,1,0,0.7090909,0.7090909,14.0
9672,CC1([*:1])CCCO1>>CC1([*:1])CCCCO1,CC1([*:1])CCCO1,CC1([*:1])CCCCO1,substituent_growth,1.0,1,1,1,0,0.9268293,0.9268293,13.0
9673,CC1([*:1])CCCO1>>CC1([*:1])CCCOC1,CC1([*:1])CCCO1,CC1([*:1])CCCOC1,substituent_growth,1.0,1,1,1,0,0.68085104,0.68085104,13.0
9674,CC1([*:1])CCCO1>>CC1([*:1])CCO1,CC1([*:1])CCCO1,CC1([*:1])CCO1,substituent_truncation,-1.0,1,1,1,1,0.84782606,0.84782606,15.0
9675,CC1([*:1])CCCO1>>CC1([*:1])CCOC1,CC1([*:1])CCCO1,CC1([*:1])CCOC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.65957445,0.65957445,13.0
9676,CC1([*:1])CCCO1>>CC1OCCC1[*:1],CC1([*:1])CCCO1,CC1OCCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5283019,0.5283019,13.0
9677,CC1([*:1])CCCO1>>COC1([*:1])CCC1,CC1([*:1])CCCO1,COC1([*:1])CCC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.68,0.68,15.0
9678,CC1([*:1])CCCOC1>>CB1CC([*:1])CCCO1,CC1([*:1])CCCOC1,CB1CC([*:1])CCCO1,substituent_growth,1.0,1,1,1,0,0.5633803,0.5633803,17.0
9679,CC1([*:1])CCCOC1>>CC(C1CCCOC1)[*:1],CC1([*:1])CCCOC1,CC(C1CCCOC1)[*:1],substituent_growth,1.0,1,1,1,0,0.55,0.55,14.0
9680,CC1([*:1])CCCOC1>>CC1([*:1])CCCN1,CC1([*:1])CCCOC1,CC1([*:1])CCCN1,substituent_truncation,-1.0,1,1,1,0,0.60714287,0.60714287,14.0
9681,CC1([*:1])CCCOC1>>CC1CCCC1[*:1],CC1([*:1])CCCOC1,CC1CCCC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.5555556,0.5555556,16.0
9682,CC1([*:1])CCCOC1>>CC1CCCOC1[*:1],CC1([*:1])CCCOC1,CC1CCCOC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5692308,0.5692308,16.0
9683,CC1([*:1])CCCOC1>>CC1NCCCC1[*:1],CC1([*:1])CCCOC1,CC1NCCCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.52238804,0.52238804,16.0
9684,CC1([*:1])CCCOC1>>CC1OCCCC1[*:1],CC1([*:1])CCCOC1,CC1OCCCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.578125,0.578125,16.0
9685,CC1([*:1])CCCS1(=O)=O>>CC1([*:1])CCCP1(C)=O,CC1([*:1])CCCS1(=O)=O,CC1([*:1])CCCP1(C)=O,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5769231,0.5769231,12.0
9686,CC1([*:1])CCCS1(=O)=O>>CC1([*:1])CCC[IH]1=O,CC1([*:1])CCCS1(=O)=O,CC1([*:1])CCC[IH]1=O,substituent_truncation,-1.0,1,1,1,0,0.5882353,0.5882353,12.0
9687,CC1([*:1])CCCS1(=O)=O>>CC1([*:1])CCNC1=O,CC1([*:1])CCCS1(=O)=O,CC1([*:1])CCNC1=O,substituent_truncation,-1.0,1,1,1,0,0.6363636,0.6363636,17.0
9688,CC1([*:1])CCCS1(=O)=O>>CC1([*:1])CCNS(=O)(=O)C1,CC1([*:1])CCCS1(=O)=O,CC1([*:1])CCNS(=O)(=O)C1,substituent_growth,1.0,1,1,1,0,0.6818182,0.6818182,17.0
9689,CC1([*:1])CCCS1(=O)=O>>CC12CCCC1([*:1])S2(=O)=O,CC1([*:1])CCCS1(=O)=O,CC12CCCC1([*:1])S2(=O)=O,substituent_growth,1.0,1,1,1,0,0.703125,0.703125,17.0
9690,CC1([*:1])CCCS1(=O)=O>>CP1(=O)CCCC1(C(N)=O)[*:1],CC1([*:1])CCCS1(=O)=O,CP1(=O)CCCC1(C(N)=O)[*:1],substituent_growth,2.0,1,1,1,0,0.5483871,0.5483871,15.0
9691,CC1([*:1])CCCS1(=O)=O>>CP1(=O)CCCC1[*:1],CC1([*:1])CCCS1(=O)=O,CP1(=O)CCCC1[*:1],substituent_truncation,-1.0,1,1,1,0,0.5,0.5,15.0
9692,CC1([*:1])CCCS1(=O)=O>>CS(=O)(=O)C1([*:1])CCC1,CC1([*:1])CCCS1(=O)=O,CS(=O)(=O)C1([*:1])CCC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.58,0.58,12.0
9693,CC1([*:1])CCC[NH2+]C1>>CC1(CI)CCC[NH2+]C1[*:1],CC1([*:1])CCC[NH2+]C1,CC1(CI)CCC[NH2+]C1[*:1],substituent_growth,2.0,1,1,1,1,0.58064514,0.58064514,17.0
9694,CC1([*:1])CCC[NH2+]C1>>CC1(C[*:1])CCC[NH2+]1,CC1([*:1])CCC[NH2+]C1,CC1(C[*:1])CCC[NH2+]1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6545454,0.6545454,17.0
9695,CC1([*:1])CCC[NH2+]C1>>CC1(C[*:1])CCC[NH2+]C1,CC1([*:1])CCC[NH2+]C1,CC1(C[*:1])CCC[NH2+]C1,substituent_growth,1.0,1,1,1,1,0.86,0.86,17.0
9696,CC1([*:1])CCC[NH2+]C1>>CC1([*:1])CCCC[NH2+]C1,CC1([*:1])CCC[NH2+]C1,CC1([*:1])CCCC[NH2+]C1,substituent_growth,1.0,1,1,1,1,0.9375,0.9375,17.0
9697,CC1([*:1])CCC[NH2+]C1>>CC1([*:1])CCC[NH2+]CC1,CC1([*:1])CCC[NH2+]C1,CC1([*:1])CCC[NH2+]CC1,substituent_growth,1.0,1,1,1,1,0.84,0.84,17.0
9698,CC1([*:1])CCC[NH2+]C1>>CC1([*:1])CCC[N]C1,CC1([*:1])CCC[NH2+]C1,CC1([*:1])CCC[N]C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.6727273,0.6727273,17.0
9699,CC1([*:1])CCC[NH2+]C1>>CC1([*:1])CC[NH2+]CC1,CC1([*:1])CCC[NH2+]C1,CC1([*:1])CC[NH2+]CC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.76,0.76,17.0
9700,CC1([*:1])CCNC(=O)C1>>CC1([*:1])C#CNCC1,CC1([*:1])CCNC(=O)C1,CC1([*:1])C#CNCC1,substituent_truncation,-1.0,1,1,1,0,0.6617647,0.6617647,17.0
9701,CC1([*:1])CCNC(=O)C1>>CC1([*:1])CCC(=O)NC1,CC1([*:1])CCNC(=O)C1,CC1([*:1])CCC(=O)NC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.75,0.75,17.0
9702,CC1([*:1])CCNC(=O)C1>>CC1([*:1])CCNC(=O)C1=O,CC1([*:1])CCNC(=O)C1,CC1([*:1])CCNC(=O)C1=O,substituent_growth,1.0,1,1,1,0,0.72307694,0.72307694,17.0
9703,CC1([*:1])CCNC(=O)C1>>CC1([*:1])CCNC1=O,CC1([*:1])CCNC(=O)C1,CC1([*:1])CCNC1=O,substituent_truncation,-1.0,1,1,1,0,0.74603176,0.74603176,17.0
9704,CC1([*:1])CCNC(=O)C1>>CC1([*:1])CNC(=O)C1,CC1([*:1])CCNC(=O)C1,CC1([*:1])CNC(=O)C1,substituent_truncation,-1.0,1,1,1,0,0.8333333,0.8333333,17.0
9705,CC1([*:1])CCNC(=O)C1>>O=C1CC([*:1])CCN1,CC1([*:1])CCNC(=O)C1,O=C1CC([*:1])CCN1,substituent_truncation,-1.0,1,1,1,0,0.6515151,0.6515151,17.0
9706,CC1([*:1])CCNC1=O>>CC(C1CCNC1=O)[*:1],CC1([*:1])CCNC1=O,CC(C1CCNC1=O)[*:1],substituent_growth,1.0,1,1,1,0,0.55,0.55,16.0
9707,CC1([*:1])CCNC1=O>>CC1([*:1])C=CCC1,CC1([*:1])CCNC1=O,CC1([*:1])C=CCC1,substituent_truncation,-1.0,1,1,1,0,0.57894737,0.57894737,16.0
9708,CC1([*:1])CCNC1=O>>CC1([*:1])C=CCNC1=O,CC1([*:1])CCNC1=O,CC1([*:1])C=CCNC1=O,substituent_growth,1.0,1,1,1,0,0.63793105,0.63793105,16.0
9709,CC1([*:1])CCNC1=O>>CC1([*:1])C=CCOC1,CC1([*:1])CCNC1=O,CC1([*:1])C=CCOC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.52459013,0.52459013,16.0
9710,CC1([*:1])CCNC1=O>>CC1([*:1])CCC(=O)NC1,CC1([*:1])CCNC1=O,CC1([*:1])CCC(=O)NC1,substituent_growth,1.0,1,1,1,0,0.64912283,0.64912283,16.0
9711,CC1([*:1])CCNC1=O>>CC1([*:1])CC[NH+]C1,CC1([*:1])CCNC1=O,CC1([*:1])CC[NH+]C1,substituent_truncation,-1.0,1,1,1,0,0.57894737,0.57894737,16.0
9712,CC1([*:1])CCNC1=O>>CC1([*:1])CC[NH+]C1=O,CC1([*:1])CCNC1=O,CC1([*:1])CC[NH+]C1=O,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6851852,0.6851852,16.0
9713,CC1([*:1])CCNC1=O>>CC1([*:1])CNC(=O)C1,CC1([*:1])CCNC1=O,CC1([*:1])CNC(=O)C1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.64912283,0.64912283,19.0
9714,CC1([*:1])CCNC1=O>>CC1([*:1])OCCNC1=O,CC1([*:1])CCNC1=O,CC1([*:1])OCCNC1=O,substituent_growth,1.0,1,1,1,0,0.72727275,0.72727275,19.0
9715,CC1([*:1])CCNC1=O>>C[NH+]1CC=CC1(C)[*:1],CC1([*:1])CCNC1=O,C[NH+]1CC=CC1(C)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.53333336,0.53333336,16.0
9716,CC1([*:1])CCNC1=O>>C[NH+]1CCC(C)([*:1])C1,CC1([*:1])CCNC1=O,C[NH+]1CCC(C)([*:1])C1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.5689655,0.5689655,16.0
9717,CC1([*:1])CCNC1=O>>C[NH+]1CCC1(C)[*:1],CC1([*:1])CCNC1=O,C[NH+]1CCC1(C)[*:1],substituent_truncation,-1.0,1,1,1,0,0.58928573,0.58928573,16.0
9718,CC1([*:1])CCNC1=O>>O=C1NCCC1[*:1],CC1([*:1])CCNC1=O,O=C1NCCC1[*:1],substituent_truncation,-1.0,1,1,1,1,0.6181818,0.6181818,19.0
9719,CC1([*:1])CCOC1=O>>CC(C1(C)CCOC1=O)[*:1],CC1([*:1])CCOC1=O,CC(C1(C)CCOC1=O)[*:1],substituent_growth,2.0,1,1,1,0,0.73015875,0.73015875,18.0
9720,CC1([*:1])CCOC1=O>>CC(C1(C)COC1=O)[*:1],CC1([*:1])CCOC1=O,CC(C1(C)COC1=O)[*:1],substituent_growth,1.0,1,1,1,0,0.6615385,0.6615385,18.0
9721,CC1([*:1])CCOC1=O>>CC(C1(C)OC1=O)[*:1],CC1([*:1])CCOC1=O,CC(C1(C)OC1=O)[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.67741936,0.67741936,18.0
9722,CC1([*:1])CCOC1>>C1CC([*:1])CO1,CC1([*:1])CCOC1,C1CC([*:1])CO1,substituent_truncation,-1.0,1,1,1,1,0.58181816,0.58181816,17.0
9723,CC1([*:1])CCOC1>>CC1([*:1])C#CCOC1,CC1([*:1])CCOC1,CC1([*:1])C#CCOC1,substituent_growth,1.0,1,1,1,1,0.7236842,0.7236842,21.0
9724,CC1([*:1])CCOC1>>CC1([*:1])C=CCO1,CC1([*:1])CCOC1,CC1([*:1])C=CCO1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.6393443,0.6393443,16.0
9725,CC1([*:1])CCOC1>>CC1([*:1])C=COC1,CC1([*:1])CCOC1,CC1([*:1])C=COC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.7297297,0.7297297,21.0
9726,CC1([*:1])CCOC1>>CC1([*:1])CCSC1,CC1([*:1])CCOC1,CC1([*:1])CCSC1,equal_heavy_atom_replacement,0.0,1,1,1,0,0.69491524,0.69491524,16.0
9727,CC1([*:1])CCOC1>>CC1=CC(C)([*:1])CO1,CC1([*:1])CCOC1,CC1=CC(C)([*:1])CO1,substituent_growth,1.0,1,1,1,1,0.72,0.72,21.0
9728,CC1([*:1])CCOC1>>CC1=CC(C)([*:1])O1,CC1([*:1])CCOC1,CC1=CC(C)([*:1])O1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.72602737,0.72602737,21.0
9729,CC1([*:1])CCOC1>>CC1=CC(C)([*:1])OC1,CC1([*:1])CCOC1,CC1=CC(C)([*:1])OC1,substituent_growth,1.0,1,1,1,1,0.69736844,0.69736844,21.0
9730,CC1([*:1])CCOC1>>CC1OCCC1[*:1],CC1([*:1])CCOC1,CC1OCCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,0,0.5625,0.5625,16.0
9731,CC1([*:1])CCOC1>>C[NH+]1CCC(C)([*:1])C1,CC1([*:1])CCOC1,C[NH+]1CCC(C)([*:1])C1,substituent_growth,1.0,1,1,1,0,0.6415094,0.6415094,16.0
9732,CC1([*:1])CCOC1C1CC1>>C1CC(C2CC2)C([*:1])O1,CC1([*:1])CCOC1C1CC1,C1CC(C2CC2)C([*:1])O1,substituent_truncation,-1.0,1,1,1,1,0.537037,0.537037,16.0
9733,CC1([*:1])CCOC1C1CC1>>CC1(C(F)F)CCOC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(C(F)F)CCOC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.63492066,0.63492066,16.0
9734,CC1([*:1])CCOC1C1CC1>>CC1(C)CC2([*:1])CCOC12,CC1([*:1])CCOC1C1CC1,CC1(C)CC2([*:1])CCOC12,equal_heavy_atom_replacement,0.0,1,1,1,1,0.5925926,0.5925926,16.0
9735,CC1([*:1])CCOC1C1CC1>>CC1(C)CCOCC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(C)CCOCC1[*:1],substituent_truncation,-1.0,1,1,1,1,0.5090909,0.5090909,16.0
9736,CC1([*:1])CCOC1C1CC1>>CC1(C)COCCC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(C)COCCC1[*:1],substituent_truncation,-1.0,1,1,1,1,0.5,0.5,16.0
9737,CC1([*:1])CCOC1C1CC1>>CC1(C)OCCC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(C)OCCC1[*:1],substituent_truncation,-2.0,1,1,1,1,0.5185185,0.5185185,16.0
9738,CC1([*:1])CCOC1C1CC1>>CC1(C2CC2)CCC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(C2CC2)CCC1[*:1],substituent_truncation,-1.0,1,1,1,1,0.4909091,0.4909091,16.0
9739,CC1([*:1])CCOC1C1CC1>>CC1(C2CC2)CCOCC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(C2CC2)CCOCC1[*:1],substituent_growth,1.0,1,1,1,0,0.4915254,0.4915254,16.0
9740,CC1([*:1])CCOC1C1CC1>>CC1(C2CC2)COCC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(C2CC2)COCC1[*:1],equal_heavy_atom_replacement,0.0,1,1,1,1,0.5362319,0.5362319,16.0
9741,CC1([*:1])CCOC1C1CC1>>CC1(C2CCC2[*:1])CCO1,CC1([*:1])CCOC1C1CC1,CC1(C2CCC2[*:1])CCO1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.51785713,0.51785713,16.0
9742,CC1([*:1])CCOC1C1CC1>>CC1(CC2CC2)OCCC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(CC2CC2)OCCC1[*:1],substituent_growth,1.0,1,1,1,0,0.4827586,0.4827586,16.0
9743,CC1([*:1])CCOC1C1CC1>>CC1(OC2CC2)CCOC1[*:1],CC1([*:1])CCOC1C1CC1,CC1(OC2CC2)CCOC1[*:1],substituent_growth,1.0,1,1,1,0,0.63076925,0.63076925,16.0
9744,CC1([*:1])CCOC1C1CC1>>CC1(OC2CC2[*:1])CCC1,CC1([*:1])CCOC1C1CC1,CC1(OC2CC2[*:1])CCC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.5522388,0.5522388,16.0
9745,CC1([*:1])CCOC1C1CC1>>CC1(OC2CC2[*:1])CCOC1,CC1([*:1])CCOC1C1CC1,CC1(OC2CC2[*:1])CCOC1,substituent_growth,1.0,1,1,1,0,0.55714285,0.55714285,16.0
9746,CC1([*:1])CCOC1C1CC1>>CC1(OC2CCC2[*:1])CC1,CC1([*:1])CCOC1C1CC1,CC1(OC2CCC2[*:1])CC1,equal_heavy_atom_replacement,0.0,1,1,1,1,0.56060606,0.56060606,16.0
