strategy,budget,bin_left,bin_right,evaluated_pair_count,fraction
hybrid_b500_s500_t120,250,0.89,0.9,220,0.0003030365641163385
hybrid_b500_s500_t120,250,0.9,0.91,242,0.00033334022052797235
hybrid_b500_s500_t120,250,0.91,0.92,172,0.00023691949558186465
hybrid_b500_s500_t120,250,0.92,0.93,210,0.0002892621748383231
hybrid_b500_s500_t120,250,0.93,0.9400000000000001,133,0.00018319937739760464
hybrid_b500_s500_t120,250,0.9400000000000001,0.9500000000000001,92,0.00012672438135774154
hybrid_b500_s500_t120,250,0.9500000000000001,0.96,78,0.00010744023636852001
hybrid_b500_s500_t120,250,0.96,0.97,32,4.4078045689649235e-05
hybrid_b500_s500_t120,250,0.97,0.98,81,0.00011157255315192462
hybrid_b500_s500_t120,250,0.98,0.99,39,5.372011818426001e-05
hybrid_b500_s500_t120,250,0.99,1.0,58,7.989145781248924e-05
hybrid_b500_s500_t120,500,0.0,0.01,52,5.33095490729777e-05
hybrid_b500_s500_t120,500,0.01,0.02,182,0.00018658342175542194
hybrid_b500_s500_t120,500,0.02,0.03,472,0.0004838866762008745
hybrid_b500_s500_t120,500,0.03,0.04,173,0.00017735676903125273
hybrid_b500_s500_t120,500,0.04,0.05,57,5.843546725307171e-05
hybrid_b500_s500_t120,500,0.05,0.06,481,0.0004931133289250437
hybrid_b500_s500_t120,500,0.06,0.07,549,0.0005628258161743222
hybrid_b500_s500_t120,500,0.07,0.08,300,0.00030755509080564056
hybrid_b500_s500_t120,500,0.08,0.09,429,0.000439803779852066
hybrid_b500_s500_t120,500,0.09,0.1,526,0.0005392465925458898
hybrid_b500_s500_t120,500,0.1,0.11,740,0.0007586358906539134
hybrid_b500_s500_t120,500,0.11,0.12,772,0.0007914417670065151
hybrid_b500_s500_t120,500,0.12,0.13,1223,0.0012537995868509948
hybrid_b500_s500_t120,500,0.13,0.14,1420,0.0014557607631466986
hybrid_b500_s500_t120,500,0.14,0.15,1537,0.0015757072485608984
hybrid_b500_s500_t120,500,0.15,0.16,1886,0.0019334963375314603
hybrid_b500_s500_t120,500,0.16,0.17,2435,0.0024963221537057825
hybrid_b500_s500_t120,500,0.17,0.18,2939,0.0030130147062592586
hybrid_b500_s500_t120,500,0.18,0.19,3716,0.0038095823914458676
hybrid_b500_s500_t120,500,0.19,0.2,3951,0.004050500545910286
hybrid_b500_s500_t120,500,0.2,0.21,6600,0.006766211997724092
hybrid_b500_s500_t120,500,0.21,0.22,6922,0.007096321128522146
hybrid_b500_s500_t120,500,0.22,0.23,8583,0.008799151147949377
hybrid_b500_s500_t120,500,0.23,0.24,9860,0.010108310651145386
hybrid_b500_s500_t120,500,0.24,0.25,10177,0.010433293863763347
hybrid_b500_s500_t120,500,0.25,0.26,16227,0.016635654861677097
hybrid_b500_s500_t120,500,0.26,0.27,16540,0.01695653733975098
hybrid_b500_s500_t120,500,0.27,0.28,17533,0.017974544690317652
hybrid_b500_s500_t120,500,0.28,0.29,21615,0.0221593442925464
hybrid_b500_s500_t120,500,0.29,0.3,21092,0.02162317325090857
hybrid_b500_s500_t120,500,0.3,0.31,26901,0.02757846499254179
hybrid_b500_s500_t120,500,0.31,0.32,25666,0.02631236320205857
hybrid_b500_s500_t120,500,0.32,0.33,31387,0.03217743878372213
hybrid_b500_s500_t120,500,0.33,0.34,27451,0.02814231599235213
hybrid_b500_s500_t120,500,0.34,0.35000000000000003,27812,0.028512407284954917
hybrid_b500_s500_t120,500,0.35000000000000003,0.36,30750,0.03152439680757816
hybrid_b500_s500_t120,500,0.36,0.37,33002,0.0338331103558925
hybrid_b500_s500_t120,500,0.37,0.38,30529,0.031297831224018004
hybrid_b500_s500_t120,500,0.38,0.39,32194,0.03300476197798931
hybrid_b500_s500_t120,500,0.39,0.4,26413,0.027078175378164614
hybrid_b500_s500_t120,500,0.4,0.41000000000000003,35896,0.03679999179853091
hybrid_b500_s500_t120,500,0.41000000000000003,0.42,30315,0.03107844192590998
hybrid_b500_s500_t120,500,0.42,0.43,29430,0.03017115440803334
hybrid_b500_s500_t120,500,0.43,0.44,29195,0.029930236253568922
hybrid_b500_s500_t120,500,0.44,0.45,27683,0.028380158595908492
hybrid_b500_s500_t120,500,0.45,0.46,28177,0.02888659931210178
hybrid_b500_s500_t120,500,0.46,0.47000000000000003,27038,0.027718915150676364
hybrid_b500_s500_t120,500,0.47000000000000003,0.48,25439,0.0260796465166823
hybrid_b500_s500_t120,500,0.48,0.49,21312,0.021848713650832706
hybrid_b500_s500_t120,500,0.49,0.5,16303,0.016713568818014526
hybrid_b500_s500_t120,500,0.5,0.51,32161,0.032970930918000685
hybrid_b500_s500_t120,500,0.51,0.52,16755,0.017176951821495024
hybrid_b500_s500_t120,500,0.52,0.53,18652,0.01912172517902269
hybrid_b500_s500_t120,500,0.53,0.54,17516,0.017957116568505335
hybrid_b500_s500_t120,500,0.54,0.55,15021,0.015399283396638423
hybrid_b500_s500_t120,500,0.55,0.56,15004,0.015381855274826103
hybrid_b500_s500_t120,500,0.56,0.5700000000000001,13858,0.014206994827948556
hybrid_b500_s500_t120,500,0.5700000000000001,0.58,11629,0.011921860503262646
hybrid_b500_s500_t120,500,0.58,0.59,11060,0.011338531014367948
hybrid_b500_s500_t120,500,0.59,0.6,8817,0.009039044118777775
hybrid_b500_s500_t120,500,0.6,0.61,10730,0.011000220414481744
hybrid_b500_s500_t120,500,0.61,0.62,8718,0.008937550938811914
hybrid_b500_s500_t120,500,0.62,0.63,7910,0.008109202560908723
hybrid_b500_s500_t120,500,0.63,0.64,6802,0.006973299092199891
hybrid_b500_s500_t120,500,0.64,0.65,6393,0.006553998985068201
hybrid_b500_s500_t120,500,0.65,0.66,5471,0.005608779672658865
hybrid_b500_s500_t120,500,0.66,0.67,5805,0.005951191007089145
hybrid_b500_s500_t120,500,0.67,0.68,5109,0.005237663196420059
hybrid_b500_s500_t120,500,0.68,0.6900000000000001,4395,0.004505682080302634
hybrid_b500_s500_t120,500,0.6900000000000001,0.7000000000000001,3540,0.0036291500715065587
hybrid_b500_s500_t120,500,0.7000000000000001,0.71,4094,0.004197101805860975
hybrid_b500_s500_t120,500,0.71,0.72,3066,0.0031432130280336463
hybrid_b500_s500_t120,500,0.72,0.73,2781,0.002851035691768288
hybrid_b500_s500_t120,500,0.73,0.74,2523,0.002586538313675437
hybrid_b500_s500_t120,500,0.74,0.75,1810,0.0018555823811940314
hybrid_b500_s500_t120,500,0.75,0.76,2290,0.0023476705264830564
hybrid_b500_s500_t120,500,0.76,0.77,1596,0.0016361930830860079
hybrid_b500_s500_t120,500,0.77,0.78,1415,0.0014506348449666046
hybrid_b500_s500_t120,500,0.78,0.79,1180,0.0012097166905021862
hybrid_b500_s500_t120,500,0.79,0.8,805,0.0008252728269951355
hybrid_b500_s500_t120,500,0.8,0.81,1092,0.0011195005305325316
hybrid_b500_s500_t120,500,0.81,0.8200000000000001,778,0.0007975928688226278
hybrid_b500_s500_t120,500,0.8200000000000001,0.8300000000000001,844,0.0008652549887998688
hybrid_b500_s500_t120,500,0.8300000000000001,0.84,653,0.0006694449143202776
hybrid_b500_s500_t120,500,0.84,0.85,667,0.0006837974852245409
hybrid_b500_s500_t120,500,0.85,0.86,558,0.0005720524688984914
hybrid_b500_s500_t120,500,0.86,0.87,445,0.0004562067180283668
hybrid_b500_s500_t120,500,0.87,0.88,330,0.0003383105998862046
hybrid_b500_s500_t120,500,0.88,0.89,292,0.00029935362171749013
hybrid_b500_s500_t120,500,0.89,0.9,166,0.0001701804835791211
hybrid_b500_s500_t120,500,0.9,0.91,148,0.00015172717813078269
hybrid_b500_s500_t120,500,0.91,0.92,139,0.00014250052540661345
hybrid_b500_s500_t120,500,0.92,0.93,159,0.0001630041981269895
hybrid_b500_s500_t120,500,0.93,0.9400000000000001,87,8.919097633363576e-05
hybrid_b500_s500_t120,500,0.9400000000000001,0.9500000000000001,76,7.791395633742894e-05
hybrid_b500_s500_t120,500,0.9500000000000001,0.96,56,5.7410283617052906e-05
hybrid_b500_s500_t120,500,0.96,0.97,32,3.280587635260166e-05
hybrid_b500_s500_t120,500,0.97,0.98,53,5.43347327089965e-05
hybrid_b500_s500_t120,500,0.98,0.99,30,3.075550908056405e-05
hybrid_b500_s500_t120,500,0.99,1.0,42,4.3057712712789676e-05
hybrid_b500_s500_t120,1000,0.0,0.01,61,5.8341717962745465e-05
hybrid_b500_s500_t120,1000,0.01,0.02,447,0.0004275204578581512
hybrid_b500_s500_t120,1000,0.02,0.03,758,0.0007249675773075584
hybrid_b500_s500_t120,1000,0.03,0.04,353,0.0003376168268991664
hybrid_b500_s500_t120,1000,0.04,0.05,196,0.0001874586347655428
hybrid_b500_s500_t120,1000,0.05,0.06,664,0.0006350639463485736
hybrid_b500_s500_t120,1000,0.06,0.07,796,0.000761311598333531
hybrid_b500_s500_t120,1000,0.07,0.08,487,0.0004657773220960171
hybrid_b500_s500_t120,1000,0.08,0.09,622,0.0005948942388988145
hybrid_b500_s500_t120,1000,0.09,0.1,679,0.0006494102704377733
hybrid_b500_s500_t120,1000,0.1,0.11,908,0.0008684308181995554
hybrid_b500_s500_t120,1000,0.11,0.12,1034,0.000988939940548833
hybrid_b500_s500_t120,1000,0.12,0.13,1627,0.0015560979528751945
hybrid_b500_s500_t120,1000,0.13,0.14,1835,0.0017550336469120973
hybrid_b500_s500_t120,1000,0.14,0.15,2206,0.0021098660627183034
hybrid_b500_s500_t120,1000,0.15,0.16,2731,0.002611987405840293
hybrid_b500_s500_t120,1000,0.16,0.17,3536,0.0033819067986273436
hybrid_b500_s500_t120,1000,0.17,0.18,4242,0.004057140452425677
hybrid_b500_s500_t120,1000,0.18,0.19,5525,0.005284229372855225
hybrid_b500_s500_t120,1000,0.19,0.2,5430,0.005193369320290293
hybrid_b500_s500_t120,1000,0.2,0.21,9415,0.009004709419987681
hybrid_b500_s500_t120,1000,0.21,0.22,9532,0.009116610747883438
hybrid_b500_s500_t120,1000,0.22,0.23,11971,0.01144932304478731
hybrid_b500_s500_t120,1000,0.23,0.24,13385,0.01280170319559587
hybrid_b500_s500_t120,1000,0.24,0.25,13812,0.013210095221335087
hybrid_b500_s500_t120,1000,0.25,0.26,21627,0.020684530071808135
hybrid_b500_s500_t120,1000,0.26,0.27,21263,0.020336392607243556
hybrid_b500_s500_t120,1000,0.27,0.28,22569,0.021585479224609877
hybrid_b500_s500_t120,1000,0.28,0.29,26980,0.025804254928440535
hybrid_b500_s500_t120,1000,0.29,0.3,26046,0.024910957148486366
hybrid_b500_s500_t120,1000,0.3,0.31,32416,0.03100336277836651
hybrid_b500_s500_t120,1000,0.31,0.32,30468,0.02914025348998244
hybrid_b500_s500_t120,1000,0.32,0.33,36568,0.03497442528625699
hybrid_b500_s500_t120,1000,0.33,0.34,31817,0.030430466236404465
hybrid_b500_s500_t120,1000,0.34,0.35000000000000003,31784,0.030398904323408228
hybrid_b500_s500_t120,1000,0.35000000000000003,0.36,35338,0.03379802671094261
hybrid_b500_s500_t120,1000,0.36,0.37,36742,0.0351408426456917
hybrid_b500_s500_t120,1000,0.37,0.38,33876,0.03239973832304861
hybrid_b500_s500_t120,1000,0.38,0.39,35279,0.03374159783619176
hybrid_b500_s500_t120,1000,0.39,0.4,28271,0.027038995221717658
hybrid_b500_s500_t120,1000,0.4,0.41000000000000003,38486,0.03680884192646266
hybrid_b500_s500_t120,1000,0.41000000000000003,0.42,31943,0.030550975358753743
hybrid_b500_s500_t120,1000,0.42,0.43,30859,0.029514214337907577
hybrid_b500_s500_t120,1000,0.43,0.44,30128,0.02881507014396058
hybrid_b500_s500_t120,1000,0.44,0.45,28549,0.027304880428170825
hybrid_b500_s500_t120,1000,0.45,0.46,28802,0.027546855094475325
hybrid_b500_s500_t120,1000,0.46,0.47000000000000003,26919,0.02574591321047779
hybrid_b500_s500_t120,1000,0.47000000000000003,0.48,24709,0.0236322214613357
hybrid_b500_s500_t120,1000,0.48,0.49,20893,0.019982516613043295
hybrid_b500_s500_t120,1000,0.49,0.5,15820,0.015130589806075956
hybrid_b500_s500_t120,1000,0.5,0.51,31278,0.029914954990799224
hybrid_b500_s500_t120,1000,0.51,0.52,15593,0.014913482101526066
hybrid_b500_s500_t120,1000,0.52,0.53,17583,0.016816761097359894
hybrid_b500_s500_t120,1000,0.53,0.54,16472,0.01575417669315317
hybrid_b500_s500_t120,1000,0.54,0.55,13841,0.013237831447907541
hybrid_b500_s500_t120,1000,0.55,0.56,13806,0.013204356691699408
hybrid_b500_s500_t120,1000,0.56,0.5700000000000001,12889,0.012327318079046332
hybrid_b500_s500_t120,1000,0.5700000000000001,0.58,10712,0.010245188242900483
hybrid_b500_s500_t120,1000,0.58,0.59,9875,0.009444663358723139
hybrid_b500_s500_t120,1000,0.59,0.6,7850,0.0075079096066811785
hybrid_b500_s500_t120,1000,0.6,0.61,9557,0.009140521288032106
hybrid_b500_s500_t120,1000,0.61,0.62,7496,0.007169336358176065
hybrid_b500_s500_t120,1000,0.62,0.63,6640,0.006350639463485736
hybrid_b500_s500_t120,1000,0.63,0.64,5956,0.00569644708501823
hybrid_b500_s500_t120,1000,0.64,0.65,5246,0.00501738774479611
hybrid_b500_s500_t120,1000,0.65,0.66,4679,0.004475096694224362
hybrid_b500_s500_t120,1000,0.66,0.67,4735,0.004528656304157374
hybrid_b500_s500_t120,1000,0.67,0.68,4183,0.004000711577674824
hybrid_b500_s500_t120,1000,0.68,0.6900000000000001,3515,0.003361821944902464
hybrid_b500_s500_t120,1000,0.6900000000000001,0.7000000000000001,2719,0.002600510346568933
hybrid_b500_s500_t120,1000,0.7000000000000001,0.71,3072,0.0029381271734680997
hybrid_b500_s500_t120,1000,0.71,0.72,2289,0.002189249056011875
hybrid_b500_s500_t120,1000,0.72,0.73,2090,0.001998921156428492
hybrid_b500_s500_t120,1000,0.73,0.74,1859,0.0017779877654548167
hybrid_b500_s500_t120,1000,0.74,0.75,1350,0.0012911691680279735
hybrid_b500_s500_t120,1000,0.75,0.76,1767,0.0016899969777077251
hybrid_b500_s500_t120,1000,0.76,0.77,1249,0.0011945705858273621
hybrid_b500_s500_t120,1000,0.77,0.78,1048,0.0010023298430320861
hybrid_b500_s500_t120,1000,0.78,0.79,890,0.0008512152292925159
hybrid_b500_s500_t120,1000,0.79,0.8,622,0.0005948942388988145
hybrid_b500_s500_t120,1000,0.8,0.81,711,0.000680015761828066
hybrid_b500_s500_t120,1000,0.81,0.8200000000000001,560,0.0005355960993301223
hybrid_b500_s500_t120,1000,0.8200000000000001,0.8300000000000001,568,0.0005432474721776954
hybrid_b500_s500_t120,1000,0.8300000000000001,0.84,468,0.00044760531158303076
hybrid_b500_s500_t120,1000,0.84,0.85,390,0.0003730044263191923
hybrid_b500_s500_t120,1000,0.85,0.86,341,0.0003261397676278066
hybrid_b500_s500_t120,1000,0.86,0.87,276,0.0002639723632412746
hybrid_b500_s500_t120,1000,0.87,0.88,222,0.00021232559652015562
hybrid_b500_s500_t120,1000,0.88,0.89,178,0.00017024304585850316
hybrid_b500_s500_t120,1000,0.89,0.9,118,0.00011285774950170435
hybrid_b500_s500_t120,1000,0.9,0.91,98,9.37293173827714e-05
hybrid_b500_s500_t120,1000,0.91,0.92,67,6.408024759842535e-05
hybrid_b500_s500_t120,1000,0.92,0.93,94,8.990363095898482e-05
hybrid_b500_s500_t120,1000,0.93,0.9400000000000001,65,6.216740438653205e-05
hybrid_b500_s500_t120,1000,0.9400000000000001,0.9500000000000001,39,3.7300442631919235e-05
hybrid_b500_s500_t120,1000,0.9500000000000001,0.96,28,2.6779804966506116e-05
hybrid_b500_s500_t120,1000,0.96,0.97,13,1.243348087730641e-05
hybrid_b500_s500_t120,1000,0.97,0.98,18,1.7215588907039647e-05
hybrid_b500_s500_t120,1000,0.98,0.99,12,1.1477059271359764e-05
hybrid_b500_s500_t120,1000,0.99,1.0,33,3.156191299623935e-05
sample_t100_p098,50,0.0,0.01,0,0.0
sample_t100_p098,50,0.01,0.02,0,0.0
sample_t100_p098,50,0.02,0.03,0,0.0
sample_t100_p098,50,0.03,0.04,0,0.0
sample_t100_p098,50,0.04,0.05,0,0.0
sample_t100_p098,50,0.05,0.06,0,0.0
sample_t100_p098,50,0.06,0.07,0,0.0
sample_t100_p098,50,0.07,0.08,0,0.0
sample_t100_p098,50,0.08,0.09,0,0.0
sample_t100_p098,50,0.09,0.1,0,0.0
sample_t100_p098,50,0.1,0.11,0,0.0
sample_t100_p098,50,0.11,0.12,0,0.0
sample_t100_p098,50,0.12,0.13,1,5.8596038907769834e-05
sample_t100_p098,50,0.13,0.14,0,0.0
sample_t100_p098,50,0.14,0.15,7,0.00041017227235438887
sample_t100_p098,50,0.15,0.16,9,0.0005273643501699285
sample_t100_p098,50,0.16,0.17,8,0.0004687683112621587
sample_t100_p098,50,0.17,0.18,19,0.0011133247392476268
sample_t100_p098,50,0.18,0.19,39,0.0022852455174030236
sample_t100_p098,50,0.19,0.2,51,0.0029883979842962615
sample_t100_p098,50,0.2,0.21,92,0.005390835579514825
sample_t100_p098,50,0.21,0.22,105,0.0061525840853158325
sample_t100_p098,50,0.22,0.23,151,0.008848001875073244
sample_t100_p098,50,0.23,0.24,181,0.01060588304230634
sample_t100_p098,50,0.24,0.25,213,0.012480956287354975
sample_t100_p098,50,0.25,0.26,280,0.016406890894175553
sample_t100_p098,50,0.26,0.27,381,0.02232509082386031
sample_t100_p098,50,0.27,0.28,347,0.020332825500996132
sample_t100_p098,50,0.28,0.29,454,0.026602601664127506
sample_t100_p098,50,0.29,0.3,420,0.02461033634126333
sample_t100_p098,50,0.3,0.31,465,0.027247158092112974
sample_t100_p098,50,0.31,0.32,429,0.02513770069143326
sample_t100_p098,50,0.32,0.33,604,0.03539200750029298
sample_t100_p098,50,0.33,0.34,474,0.0277745224422829
sample_t100_p098,50,0.34,0.35000000000000003,586,0.03433727879995312
sample_t100_p098,50,0.35000000000000003,0.36,557,0.0326379936716278
sample_t100_p098,50,0.36,0.37,539,0.03158326497128794
sample_t100_p098,50,0.37,0.38,504,0.029532403609515995
sample_t100_p098,50,0.38,0.39,531,0.031114496660025782
sample_t100_p098,50,0.39,0.4,399,0.023379819524200166
sample_t100_p098,50,0.4,0.41000000000000003,542,0.03175905308801125
sample_t100_p098,50,0.41000000000000003,0.42,457,0.026778389780850814
sample_t100_p098,50,0.42,0.43,448,0.026251025430680888
sample_t100_p098,50,0.43,0.44,470,0.027540138286651823
sample_t100_p098,50,0.44,0.45,383,0.022442282901675846
sample_t100_p098,50,0.45,0.46,426,0.02496191257470995
sample_t100_p098,50,0.46,0.47000000000000003,375,0.02197351459041369
sample_t100_p098,50,0.47000000000000003,0.48,378,0.022149302707136997
sample_t100_p098,50,0.48,0.49,395,0.023145435368569084
sample_t100_p098,50,0.49,0.5,220,0.012891128559709364
sample_t100_p098,50,0.5,0.51,469,0.027481542247744052
sample_t100_p098,50,0.51,0.52,319,0.01869213641157858
sample_t100_p098,50,0.52,0.53,284,0.01664127504980663
sample_t100_p098,50,0.53,0.54,279,0.016348294855267783
sample_t100_p098,50,0.54,0.55,234,0.01371147310441814
sample_t100_p098,50,0.55,0.56,233,0.013652877065510372
sample_t100_p098,50,0.56,0.5700000000000001,236,0.013828665182233682
sample_t100_p098,50,0.5700000000000001,0.58,179,0.0104886909644908
sample_t100_p098,50,0.58,0.59,196,0.011484823625922888
sample_t100_p098,50,0.59,0.6,144,0.008437829602718857
sample_t100_p098,50,0.6,0.61,203,0.011894995898277276
sample_t100_p098,50,0.61,0.62,162,0.009492558303058713
sample_t100_p098,50,0.62,0.63,154,0.009023789991796555
sample_t100_p098,50,0.63,0.64,162,0.009492558303058713
sample_t100_p098,50,0.64,0.65,149,0.008730809797257705
sample_t100_p098,50,0.65,0.66,141,0.008262041485995547
sample_t100_p098,50,0.66,0.67,145,0.008496425641626625
sample_t100_p098,50,0.67,0.68,151,0.008848001875073244
sample_t100_p098,50,0.68,0.6900000000000001,111,0.0065041603187624515
sample_t100_p098,50,0.6900000000000001,0.7000000000000001,105,0.0061525840853158325
sample_t100_p098,50,0.7000000000000001,0.71,106,0.006211180124223602
sample_t100_p098,50,0.71,0.72,70,0.004101722723543888
sample_t100_p098,50,0.72,0.73,78,0.004570491034806047
sample_t100_p098,50,0.73,0.74,97,0.005683815774053674
sample_t100_p098,50,0.74,0.75,72,0.004218914801359428
sample_t100_p098,50,0.75,0.76,77,0.004511894995898278
sample_t100_p098,50,0.76,0.77,54,0.003164186101019571
sample_t100_p098,50,0.77,0.78,55,0.003222782139927341
sample_t100_p098,50,0.78,0.79,38,0.0022266494784952537
sample_t100_p098,50,0.79,0.8,24,0.001406304933786476
sample_t100_p098,50,0.8,0.81,40,0.0023438415563107936
sample_t100_p098,50,0.81,0.8200000000000001,34,0.001992265322864174
sample_t100_p098,50,0.8200000000000001,0.8300000000000001,26,0.0015234970116020157
sample_t100_p098,50,0.8300000000000001,0.84,40,0.0023438415563107936
sample_t100_p098,50,0.84,0.85,45,0.0026368217508496426
sample_t100_p098,50,0.85,0.86,35,0.002050861361771944
sample_t100_p098,50,0.86,0.87,40,0.0023438415563107936
sample_t100_p098,50,0.87,0.88,29,0.0016992851283253252
sample_t100_p098,50,0.88,0.89,19,0.0011133247392476268
sample_t100_p098,50,0.89,0.9,9,0.0005273643501699285
sample_t100_p098,50,0.9,0.91,21,0.0012305168170631665
sample_t100_p098,50,0.91,0.92,7,0.00041017227235438887
sample_t100_p098,50,0.92,0.93,21,0.0012305168170631665
sample_t100_p098,50,0.93,0.9400000000000001,6,0.000351576233446619
sample_t100_p098,50,0.9400000000000001,0.9500000000000001,5,0.0002929801945388492
sample_t100_p098,50,0.9500000000000001,0.96,7,0.00041017227235438887
sample_t100_p098,50,0.96,0.97,1,5.8596038907769834e-05
sample_t100_p098,50,0.97,0.98,3,0.0001757881167233095
sample_t100_p098,50,0.98,0.99,2,0.00011719207781553967
sample_t100_p098,50,0.99,1.0,9,0.0005273643501699285
sample_t100_p098,100,0.0,0.01,0,0.0
sample_t100_p098,100,0.01,0.02,0,0.0
sample_t100_p098,100,0.02,0.03,0,0.0
sample_t100_p098,100,0.03,0.04,0,0.0
sample_t100_p098,100,0.04,0.05,0,0.0
sample_t100_p098,100,0.05,0.06,0,0.0
sample_t100_p098,100,0.06,0.07,0,0.0
sample_t100_p098,100,0.07,0.08,0,0.0
sample_t100_p098,100,0.08,0.09,0,0.0
sample_t100_p098,100,0.09,0.1,0,0.0
sample_t100_p098,100,0.1,0.11,0,0.0
sample_t100_p098,100,0.11,0.12,0,0.0
sample_t100_p098,100,0.12,0.13,1,2.2799297781628325e-05
sample_t100_p098,100,0.13,0.14,2,4.559859556325665e-05
sample_t100_p098,100,0.14,0.15,12,0.0002735915733795399
sample_t100_p098,100,0.15,0.16,12,0.0002735915733795399
sample_t100_p098,100,0.16,0.17,26,0.0005927817423223364
sample_t100_p098,100,0.17,0.18,41,0.0009347712090467614
sample_t100_p098,100,0.18,0.19,98,0.002234331182599576
sample_t100_p098,100,0.19,0.2,128,0.0029183101160484256
sample_t100_p098,100,0.2,0.21,256,0.005836620232096851
sample_t100_p098,100,0.21,0.22,283,0.006452201272200816
sample_t100_p098,100,0.22,0.23,393,0.008960124028179932
sample_t100_p098,100,0.23,0.24,471,0.010738469255146942
sample_t100_p098,100,0.24,0.25,538,0.01226602220651604
sample_t100_p098,100,0.25,0.26,766,0.0174642621007273
sample_t100_p098,100,0.26,0.27,924,0.02106655115022457
sample_t100_p098,100,0.27,0.28,941,0.021454139212512255
sample_t100_p098,100,0.28,0.29,1188,0.02708556576457445
sample_t100_p098,100,0.29,0.3,1213,0.027655548209115158
sample_t100_p098,100,0.3,0.31,1412,0.032192608467659194
sample_t100_p098,100,0.31,0.32,1364,0.031098242174141037
sample_t100_p098,100,0.32,0.33,1642,0.037436446957433714
sample_t100_p098,100,0.33,0.34,1342,0.030596657622945212
sample_t100_p098,100,0.34,0.35000000000000003,1704,0.03885000341989467
sample_t100_p098,100,0.35000000000000003,0.36,1552,0.035384510157087164
sample_t100_p098,100,0.36,0.37,1566,0.03570370032602996
sample_t100_p098,100,0.37,0.38,1477,0.03367456282346504
sample_t100_p098,100,0.38,0.39,1462,0.033332573356740614
sample_t100_p098,100,0.39,0.4,1220,0.02781514329358656
sample_t100_p098,100,0.4,0.41000000000000003,1528,0.03483732701032808
sample_t100_p098,100,0.41000000000000003,0.42,1249,0.02847632292925378
sample_t100_p098,100,0.42,0.43,1161,0.026469984724470486
sample_t100_p098,100,0.43,0.44,1251,0.028521921524817036
sample_t100_p098,100,0.44,0.45,986,0.02248010761268553
sample_t100_p098,100,0.45,0.46,1110,0.025307220537607443
sample_t100_p098,100,0.46,0.47000000000000003,988,0.022525706208248786
sample_t100_p098,100,0.47000000000000003,0.48,887,0.020222977132304323
sample_t100_p098,100,0.48,0.49,989,0.022548505506030415
sample_t100_p098,100,0.49,0.5,567,0.01292720184218326
sample_t100_p098,100,0.5,0.51,1096,0.024988030368664645
sample_t100_p098,100,0.51,0.52,765,0.01744146280294567
sample_t100_p098,100,0.52,0.53,673,0.015343927407035864
sample_t100_p098,100,0.53,0.54,672,0.015321128109254236
sample_t100_p098,100,0.54,0.55,528,0.012038029228699756
sample_t100_p098,100,0.55,0.56,544,0.01240281799320581
sample_t100_p098,100,0.56,0.5700000000000001,595,0.013565582180068854
sample_t100_p098,100,0.5700000000000001,0.58,421,0.009598504366065526
sample_t100_p098,100,0.58,0.59,484,0.01103486012630811
sample_t100_p098,100,0.59,0.6,327,0.007455370374592462
sample_t100_p098,100,0.6,0.61,432,0.009849296641663436
sample_t100_p098,100,0.61,0.62,366,0.008344542988075966
sample_t100_p098,100,0.62,0.63,331,0.007546567565718976
sample_t100_p098,100,0.63,0.64,336,0.007660564054627118
sample_t100_p098,100,0.64,0.65,268,0.006110211805476391
sample_t100_p098,100,0.65,0.66,306,0.0069765851211782675
sample_t100_p098,100,0.66,0.67,285,0.006497799867764073
sample_t100_p098,100,0.67,0.68,284,0.006475000569982445
sample_t100_p098,100,0.68,0.6900000000000001,238,0.005426232872027542
sample_t100_p098,100,0.6900000000000001,0.7000000000000001,188,0.004286267982946125
sample_t100_p098,100,0.7000000000000001,0.71,211,0.004810651831923577
sample_t100_p098,100,0.71,0.72,146,0.0033286974761177358
sample_t100_p098,100,0.72,0.73,153,0.0034882925605891337
sample_t100_p098,100,0.73,0.74,186,0.004240669387382869
sample_t100_p098,100,0.74,0.75,117,0.002667517840450514
sample_t100_p098,100,0.75,0.76,147,0.003351496773899364
sample_t100_p098,100,0.76,0.77,103,0.0023483276715077174
sample_t100_p098,100,0.77,0.78,114,0.002599119947105629
sample_t100_p098,100,0.78,0.79,75,0.0017099473336221244
sample_t100_p098,100,0.79,0.8,58,0.001322359271334443
sample_t100_p098,100,0.8,0.81,86,0.001960739609220036
sample_t100_p098,100,0.81,0.8200000000000001,58,0.001322359271334443
sample_t100_p098,100,0.8200000000000001,0.8300000000000001,53,0.0012083627824263012
sample_t100_p098,100,0.8300000000000001,0.84,57,0.0012995599735528146
sample_t100_p098,100,0.84,0.85,68,0.0015503522491507262
sample_t100_p098,100,0.85,0.86,61,0.001390757164679328
sample_t100_p098,100,0.86,0.87,67,0.0015275529513690978
sample_t100_p098,100,0.87,0.88,43,0.000980369804610018
sample_t100_p098,100,0.88,0.89,31,0.0007067782312304782
sample_t100_p098,100,0.89,0.9,16,0.0003647887645060532
sample_t100_p098,100,0.9,0.91,31,0.0007067782312304782
sample_t100_p098,100,0.91,0.92,11,0.0002507922755979116
sample_t100_p098,100,0.92,0.93,29,0.0006611796356672215
sample_t100_p098,100,0.93,0.9400000000000001,6,0.00013679578668976996
sample_t100_p098,100,0.9400000000000001,0.9500000000000001,11,0.0002507922755979116
